Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
29772-CHH,Female,57,No,Chhattisgarh,8,12,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.7,788.8,38.42,50,170.7,971.08,Churned,Competitor,Competitor offered more data,1.0
16562-UTT,Female,72,Yes,Uttar Pradesh,10,19,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0.0,0,184.44,5997.04,Churned,Competitor,Competitor had better devices,1.0
16149-ASS,Female,66,Yes,Assam,2,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,1463.5,0.0,0,107.4,1570.9,Churned,Competitor,Competitor had better devices,1.0
29740-AND,Male,51,No,Andhra Pradesh,4,1,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,98.15,1230.25,0.0,40,43.68,1313.93,Churned,Price,Long distance charges,1.0
93516-BIH,Male,41,Yes,Bihar,9,17,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0.0,0,806.72,3990.12,Churned,Attitude,Attitude of support person,1.0
27402-AND,Male,25,No,Andhra Pradesh,14,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.8,70.8,0.0,0,30.6,101.4,Churned,Competitor,Competitor made better offer,1.0
76097-RAJ,Female,33,Yes,Rajasthan,1,26,Deal 5,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,89.55,0.0,0,42.46,132.01,Churned,Competitor,Competitor had better devices,1.0
31601-DEL,Female,31,Yes,Delhi,2,10,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.65,19.65,0.0,0,42.42,62.07,Joined,,,1.0
74651-WES,Female,30,Yes,West Bengal,7,23,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0.0,0,0.0,98.5,Joined,,,1.0
42358-BIH,Female,53,No,Bihar,9,35,,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,140.4,0.0,0,124.14,264.54,Joined,,,1.0
11543-WES,Female,35,Yes,West Bengal,0,7,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,874.8,0.0,0,375.48,1250.28,Churned,Other,Deceased,1.0
59658-JAM,Female,24,No,Jammu & Kashmir,6,10,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.1,20.1,0.0,0,4.11,24.21,Churned,Competitor,Competitor made better offer,1.0
16936-GUJ,Female,29,No,Gujarat,4,28,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.0,137.6,0.0,0,112.28,249.88,Churned,Attitude,Attitude of support person,1.0
36531-JAM,Male,58,No,Jammu & Kashmir,6,14,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,0.0,0,104.3,596.85,Churned,Competitor,Competitor made better offer,1.0
71564-KAR,Female,48,No,Karnataka,6,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.05,19.05,0.0,0,5.02,24.07,Joined,,,1.0
11264-MAH,Female,27,Yes,Maharashtra,14,17,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-4.0,24.8,0.0,0,0.0,24.8,Churned,Dissatisfaction,Product dissatisfaction,1.0
72873-JAM,Male,44,No,Jammu & Kashmir,2,12,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-7.0,825.7,0.0,0,237.38,1063.08,Churned,Competitor,Competitor made better offer,1.0
97033-BIH,Female,74,Yes,Bihar,0,9,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0.0,0,1440.6,4358.25,Stayed,,,1.0
41631-JAM,Male,26,Yes,Jammu & Kashmir,9,21,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.55,19.55,0.0,0,38.44,57.99,Churned,Competitor,Competitor made better offer,1.0
83908-DEL,Female,47,Yes,Delhi,15,28,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.85,70.85,0.0,0,27.05,97.9,Churned,Dissatisfaction,Network reliability,1.0
15418-PUN,Female,62,No,Punjab,2,31,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,229.6,0.0,0,451.8,681.4,Churned,Attitude,Attitude of support person,1.0
56083-AND,Female,24,Yes,Andhra Pradesh,3,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.25,2868.05,0.0,0,1671.98,4540.03,Churned,Attitude,Attitude of support person,1.0
59491-TAM,Female,20,Yes,Tamil Nadu,6,8,Deal 2,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,25.15,1327.15,0.0,0,739.2,2066.35,Churned,Dissatisfaction,Service dissatisfaction,1.0
42556-JAM,Male,50,Yes,Jammu & Kashmir,9,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.9,69.9,0.0,0,4.99,74.89,Churned,Competitor,Competitor made better offer,1.0
22137-KAR,Female,51,No,Karnataka,4,28,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.85,19.85,0.0,0,47.46,67.31,Joined,,,1.0
96416-HAR,Male,27,No,Haryana,3,11,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0,33.58,53.73,Churned,Competitor,Competitor made better offer,1.0
74520-ODI,Female,71,Yes,Odisha,7,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,0.0,0,16.37,101.42,Churned,Competitor,Competitor had better devices,1.0
99555-KAR,Male,64,Yes,Karnataka,10,26,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0.0,0,242.56,1830.11,Churned,Attitude,Attitude of support person,1.0
44709-WES,Female,72,Yes,West Bengal,7,17,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,82.85,0.0,0,0.0,82.85,Joined,,,1.0
39870-WES,Male,40,No,West Bengal,10,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-7.0,69.75,0.0,0,27.97,97.72,Churned,Attitude,Attitude of support person,1.0
71483-BIH,Male,47,Yes,Bihar,6,20,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,69.1,0.0,0,16.55,85.65,Churned,Other,Don't know,1.0
48317-TEL,Female,34,No,Telangana,9,11,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.6,59.75,0.0,0,39.84,99.59,Churned,Attitude,Attitude of support person,1.0
32129-GUJ,Male,67,No,Gujarat,12,29,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,1313.55,0.0,0,520.37,1833.92,Churned,Competitor,Competitor offered more data,1.0
78890-UTT,Female,81,No,Uttar Pradesh,2,25,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,4504.55,0.0,0,668.34,5172.89,Churned,Competitor,Competitor offered higher download speeds,1.0
27856-UTT,Female,33,Yes,Uttar Pradesh,1,32,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.25,19.25,0.0,0,9.44,28.69,Joined,,,1.0
26567-UTT,Female,67,Yes,Uttar Pradesh,1,35,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.35,20.35,0.0,0,30.09,50.44,Joined,,,1.0
98716-GUJ,Female,62,Yes,Gujarat,14,23,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,0.0,0,64.2,1489.15,Churned,Dissatisfaction,Service dissatisfaction,1.0
84377-ASS,Female,63,No,Assam,6,3,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0.0,0,78.82,1427.72,Churned,Competitor,Competitor offered higher download speeds,1.0
92424-PUN,Female,40,No,Punjab,12,9,,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.0,3092.65,0.0,0,361.8,3454.45,Churned,Other,Don't know,1.0
21518-GUJ,Male,69,Yes,Gujarat,14,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65,70.65,0.0,0,37.68,108.33,Churned,Competitor,Competitor had better devices,1.0
27465-JAM,Female,50,No,Jammu & Kashmir,10,30,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,19.85,0.0,0,16.47,36.32,Joined,,,1.0
14769-GUJ,Female,59,Yes,Gujarat,13,31,,No,,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0.0,0,0.0,75.6,Churned,Other,Don't know,1.0
18825-AND,Female,40,No,Andhra Pradesh,12,3,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,169.8,0.0,0,28.14,197.94,Churned,Attitude,Attitude of service provider,1.0
77916-BIH,Female,54,No,Bihar,2,8,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0.0,0,2154.05,9310.25,Churned,Competitor,Competitor had better devices,1.0
54195-MAH,Female,61,Yes,Maharashtra,11,23,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0,37.62,57.37,Joined,,,1.0
38504-GUJ,Male,55,No,Gujarat,12,31,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,74.95,0.0,0,30.07,105.02,Churned,Competitor,Competitor had better devices,1.0
79966-ODI,Male,37,Yes,Odisha,7,7,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,857.2,0.0,0,113.0,970.2,Churned,Competitor,Competitor had better devices,1.0
45991-MAH,Female,29,No,Maharashtra,7,10,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,83.9,3233.6,0.0,0,1374.84,4608.44,Churned,Competitor,Competitor offered higher download speeds,1.0
38748-AND,Female,22,Yes,Andhra Pradesh,13,6,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.65,19.65,0.0,0,27.88,47.53,Joined,,,1.0
37657-KER,Female,57,Yes,Kerala,7,27,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0.0,80,70.59,1286.29,Churned,Attitude,Attitude of support person,1.0
49945-AND,Female,67,No,Andhra Pradesh,12,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.6,520.0,0.0,0,266.49,786.49,Churned,Competitor,Competitor offered more data,1.0
17689-AND,Male,57,No,Andhra Pradesh,9,13,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.5,415.95,0.0,0,15.68,431.63,Churned,Other,Moved,1.0
44835-WES,Female,64,No,West Bengal,3,2,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,48.35,1067.15,0.0,0,133.4,1200.55,Churned,Other,Don't know,1.0
78918-BIH,Female,59,No,Bihar,12,11,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,86.05,244.85,0.0,0,54.78,299.63,Joined,,,1.0
88631-JAM,Male,51,Yes,Jammu & Kashmir,11,19,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,267.35,0.0,0,293.34,560.69,Churned,Dissatisfaction,Lack of self-service on Website,1.0
45159-UTT,Female,52,Yes,Uttar Pradesh,14,13,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.0,233.55,0.0,0,233.76,467.31,Churned,Competitor,Competitor made better offer,1.0
73366-UTT,Male,21,Yes,Uttar Pradesh,13,6,Deal 5,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.6,114.7,0.0,0,42.56,157.26,Churned,Dissatisfaction,Network reliability,1.0
99515-ASS,Male,34,No,Assam,11,11,,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0.0,0,128.04,337.94,Joined,,,1.0
75737-KAR,Female,70,Yes,Karnataka,1,18,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0.0,0,158.34,1424.44,Churned,Competitor,Competitor offered more data,1.0
85997-JAM,Female,62,Yes,Jammu & Kashmir,5,17,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.1,20.1,0.0,0,40.83,60.93,Churned,Price,Long distance charges,1.0
42735-WES,Female,76,Yes,West Bengal,7,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,Churned,Competitor,Competitor made better offer,1.0
87090-CHH,Male,63,No,Chhattisgarh,4,3,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,54.3,195.3,0.0,80,160.6,435.9,Churned,Price,Long distance charges,1.0
65825-JAM,Female,50,Yes,Jammu & Kashmir,0,10,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,655.9,0.0,0,285.75,941.65,Churned,Competitor,Competitor made better offer,1.0
57207-ODI,Female,39,Yes,Odisha,0,23,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,5283.95,0.0,0,2605.9,7889.85,Churned,Competitor,Competitor offered more data,1.0
55152-TAM,Female,64,No,Tamil Nadu,10,25,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,96.55,6581.9,0.0,0,134.64,6716.54,Churned,Attitude,Attitude of service provider,1.0
51098-DEL,Female,61,Yes,Delhi,9,32,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35,1375.15,0.0,0,158.88,1534.03,Churned,Dissatisfaction,Limited range of services,1.0
25957-RAJ,Female,81,Yes,Rajasthan,6,27,,No,,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.65,526.95,0.0,0,0.0,526.95,Churned,Competitor,Competitor had better devices,1.0
43353-GUJ,Female,72,Yes,Gujarat,11,33,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0.0,0,51.44,423.89,Churned,Other,Don't know,1.0
96613-WES,Male,57,No,West Bengal,9,5,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9,79.9,0.0,0,23.2,103.1,Churned,Attitude,Attitude of support person,1.0
57456-CHH,Male,72,Yes,Chhattisgarh,15,6,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0.0,0,87.92,237.47,Churned,Competitor,Competitor made better offer,1.0
59209-MAH,Male,31,No,Maharashtra,6,29,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0.0,0,458.43,2708.38,Churned,Price,Long distance charges,1.0
59807-JHA,Female,25,Yes,Jharkhand,14,25,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0.0,0,142.53,363.13,Churned,Attitude,Attitude of service provider,1.0
76986-BIH,Female,59,Yes,Bihar,9,8,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.3,1380.1,0.0,0,0.0,1380.1,Churned,Dissatisfaction,Service dissatisfaction,1.0
94704-WES,Female,46,No,West Bengal,10,32,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.4,5149.5,0.0,0,2212.22,7361.72,Churned,Price,Extra data charges,1.0
61892-MAH,Female,68,Yes,Maharashtra,4,17,Deal 4,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.0,757.1,0.0,0,257.85,1014.95,Churned,Other,Don't know,1.0
44514-PUN,Male,62,Yes,Punjab,12,2,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,24.25,0.0,0,0.0,24.25,Churned,Dissatisfaction,Lack of self-service on Website,1.0
84710-MAH,Male,29,Yes,Maharashtra,7,23,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1,0.0,0,59.2,893.3,Churned,Other,Don't know,1.0
33672-JAM,Male,62,Yes,Jammu & Kashmir,9,4,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603.0,0.0,0,3083.85,9686.85,Churned,Competitor,Competitor made better offer,1.0
67394-MAH,Female,61,Yes,Maharashtra,0,30,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0.0,0,12.0,32.05,Churned,Attitude,Attitude of support person,1.0
93446-AND,Male,79,Yes,Andhra Pradesh,15,4,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,39.1,109.4,Churned,Competitor,Competitor had better devices,1.0
24185-MAH,Female,67,Yes,Maharashtra,5,33,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45,Churned,Competitor,Competitor made better offer,1.0
12016-TAM,Female,57,Yes,Tamil Nadu,0,9,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.05,164.85,0.0,0,337.54,502.39,Churned,Other,Moved,1.0
86690-KAR,Female,62,No,Karnataka,8,28,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0.0,0,78.96,368.06,Churned,Competitor,Competitor made better offer,1.0
26902-TEL,Male,52,Yes,Telangana,7,2,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,0.0,0,2.7,98.55,Joined,,,1.0
21928-KAR,Male,30,Yes,Karnataka,3,36,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0.0,0,106.47,1672.17,Churned,Dissatisfaction,Lack of self-service on Website,1.0
27880-UTT,Male,74,No,Uttar Pradesh,1,25,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,334.65,0.0,0,123.9,458.55,Churned,Attitude,Attitude of service provider,1.0
97497-RAJ,Male,24,Yes,Rajasthan,9,8,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0.0,0,6.35,56.25,Joined,,,1.0
59433-BIH,Female,65,No,Bihar,8,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.3,89.3,0.0,0,30.23,119.53,Churned,Competitor,Competitor had better devices,1.0
22753-KAR,Female,77,No,Karnataka,6,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,0.0,0,1004.4,4186.2,Stayed,,,1.0
32063-UTT,Female,63,Yes,Uttar Pradesh,6,31,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.0,19.0,0.0,0,28.28,47.28,Joined,,,1.0
96122-TAM,Female,23,No,Tamil Nadu,3,9,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,824.75,0.0,0,59.4,884.15,Churned,Price,Long distance charges,1.0
16556-GUJ,Female,52,No,Gujarat,9,32,,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,Churned,Dissatisfaction,Product dissatisfaction,1.0
13194-UTT,Female,48,No,Uttarakhand,10,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.65,7968.85,0.0,10,1201.9,9180.75,Churned,Dissatisfaction,Product dissatisfaction,1.0
16504-HAR,Male,49,Yes,Haryana,12,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.15,69.15,0.0,0,2.2,71.35,Churned,Competitor,Competitor offered more data,1.0
32507-JAM,Female,44,No,Jammu & Kashmir,6,7,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0.0,0,1000.35,6465.0,Churned,Competitor,Competitor made better offer,1.0
32317-KAR,Female,52,No,Karnataka,13,33,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.0,80.0,0.0,0,35.71,115.71,Churned,Competitor,Competitor had better devices,1.0
45339-AND,Female,29,Yes,Andhra Pradesh,11,2,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,19.8,58.15,0.0,0,45.36,103.51,Churned,Price,Long distance charges,1.0
97003-ODI,Female,28,Yes,Odisha,11,19,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,1058.25,0.0,110,145.3,1313.55,Churned,Competitor,Competitor had better devices,1.0
23155-WES,Female,25,No,West Bengal,10,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,0.0,0,1993.04,6085.89,Churned,Attitude,Attitude of support person,1.0
84843-MAD,Female,57,Yes,Madhya Pradesh,11,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,4.53,79.63,Joined,,,1.0
43920-RAJ,Female,38,No,Rajasthan,9,3,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,49.9,0.0,0,9.0,58.9,Joined,,,1.0
73444-KER,Female,48,No,Kerala,3,21,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,89.1,0.0,0,16.06,105.16,Churned,Other,Moved,1.0
71410-PUN,Male,34,Yes,Punjab,0,35,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1037.75,0.0,0,10.9,1048.65,Churned,Dissatisfaction,Lack of self-service on Website,1.0
88944-HAR,Female,29,Yes,Haryana,9,31,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,0.0,0,320.7,1389.55,Churned,Competitor,Competitor offered higher download speeds,1.0
48939-BIH,Female,38,Yes,Bihar,1,6,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.95,49.95,0.0,0,44.98,94.93,Joined,,,1.0
